"","Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location"
"1690","CORNMFALNC-F","CORN MOLNC      ",NA,NA,"MFA             ","MFA                                                                             ","Hwy 63 N                                                                        ","Lancaster       ","Corn            ","""Lancaster, MO - 63548.  Phone - 660-4573-728""                                  ","CORN MO Lancaste"
"1691","CORNCHNCLE-C1","CORN MOCLE SPOT ","-0.04","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1692","CORNCHNCLE-G","CORN MOCLE      ","-0.04","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1693","CORNCHNCLE-H","CORN MOCLE      ","0","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1694","CORNCHNCLE-J","CORN MOCLE      ","0","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1695","CORNCHNCLE-K","CORN MOCLE      ","0","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1696","CORNCHNCLE-M","CORN MOCLE      ","-0.05","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1697","CORNCHNCLE-N","CORN MOCLE      ","-0.1","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1698","CORNCHNCLE-Q","CORN MOCLE      ","-0.25","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1699","CORNCHNCLE-U","CORN MOCLE      ","-0.35","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","""Clarence, MO-63437""                                                            ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1700","CORNCHNCLE-V","CORN MOCLE      ","-0.3","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1701","CORNCHNCLE-X","CORN MOCLE      ","-0.2","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1702","CORNCHNCLE-Z","CORN MOCLE      ","-0.25","2020-02-27","Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1703","CORNCHNCLE-F","CORN MOCLE      ",NA,NA,"Chinn Feed Mill ","Chinn Feed Mill                                                                 ","1058 Hwy 36                                                                     ","Clarence        ","Corn            ","""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ","CORN MO Clarence"
"1704","CORNURSCNT-C1","CORN MOCNT SPOT ","-0.05","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1705","CORNURSCNT-G","CORN MOCNT      ","-0.05","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1706","CORNURSCNT-H","CORN MOCNT      ","-0.05","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1707","CORNURSCNT-J","CORN MOCNT      ","0.01","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1708","CORNURSCNT-K","CORN MOCNT      ","0.01","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1709","CORNURSCNT-M","CORN MOCNT      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1710","CORNURSCNT-N","CORN MOCNT      ","-0.03","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1711","CORNURSCNT-Q","CORN MOCNT      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1712","CORNURSCNT-U","CORN MOCNT      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","""Canton, MO-63435""                                                              ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1713","CORNURSCNT-V","CORN MOCNT      ","-0.24","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1714","CORNURSCNT-X","CORN MOCNT      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1715","CORNURSCNT-Z","CORN MOCNT      ","-0.11","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1716","CORNURSCNT-F","CORN MOCNT      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  "
"1717","CORNGGFERR-C1","CORN MOERR SPOT ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1718","CORNGGFERR-G","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1719","CORNGGFERR-H","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1720","CORNGGFERR-J","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1721","CORNGGFERR-K","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1722","CORNGGFERR-M","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1723","CORNGGFERR-N","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1724","CORNGGFERR-Q","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1725","CORNGGFERR-U","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","""Stanberry, MO-64489""                                                           ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1726","CORNGGFERR-V","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1727","CORNGGFERR-X","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1728","CORNGGFERR-Z","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1729","CORNGGFERR-F","CORN MOERR      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","105 S. High St                                                                  ","Stanberry       ","Corn            ","""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ","CORN MO Stanberr"
"1730","CORNGGFAIT-C1","CORN MOAIT SPOT ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1731","CORNGGFAIT-G","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1732","CORNGGFAIT-H","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1733","CORNGGFAIT-J","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1734","CORNGGFAIT-K","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1735","CORNGGFAIT-M","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1736","CORNGGFAIT-N","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1737","CORNGGFAIT-Q","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1738","CORNGGFAIT-U","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","""Maitland, MO-64466""                                                            ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1739","CORNGGFAIT-V","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1740","CORNGGFAIT-X","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1741","CORNGGFAIT-Z","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1742","CORNGGFAIT-F","CORN MOAIT      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","101 Main St                                                                     ","Maitland        ","Corn            ","""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ","CORN MO Maitland"
"1743","CORNGGFRAV-C1","CORN MORAV SPOT ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1744","CORNGGFRAV-G","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1745","CORNGGFRAV-H","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1746","CORNGGFRAV-J","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1747","CORNGGFRAV-K","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1748","CORNGGFRAV-M","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1749","CORNGGFRAV-N","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1750","CORNGGFRAV-Q","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1751","CORNGGFRAV-U","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","""Ravenwood, MO-64479""                                                           ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1752","CORNGGFRAV-V","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1753","CORNGGFRAV-X","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1754","CORNGGFRAV-Z","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1755","CORNGGFRAV-F","CORN MORAV      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","113 E Hawk                                                                      ","Ravenwood       ","Corn            ","""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ","CORN MO Ravenwoo"
"1756","CORNURSWYL-C1","CORN MOWYL SPOT ","-0.11","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1757","CORNURSWYL-G","CORN MOWYL      ","-0.11","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1758","CORNURSWYL-H","CORN MOWYL      ","-0.11","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1759","CORNURSWYL-J","CORN MOWYL      ","-0.07","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1760","CORNURSWYL-K","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1761","CORNURSWYL-M","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1762","CORNURSWYL-N","CORN MOWYL      ","-0.11","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1763","CORNURSWYL-Q","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1764","CORNURSWYL-U","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","""Wayland, MO-63472""                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1765","CORNURSWYL-V","CORN MOWYL      ","-0.32","2020-02-27","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1766","CORNURSWYL-X","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1767","CORNURSWYL-Z","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1768","CORNURSWYL-F","CORN MOWYL      ",NA,NA,"UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland "
"1769","CORNGGFSTJ-C1","CORN MOSTJ SPOT ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1770","CORNGGFSTJ-G","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1771","CORNGGFSTJ-H","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1772","CORNGGFSTJ-J","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1773","CORNGGFSTJ-K","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1774","CORNGGFSTJ-M","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1775","CORNGGFSTJ-N","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1776","CORNGGFSTJ-Q","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1777","CORNGGFSTJ-U","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","""St Joseph, MO-64501""                                                           ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1778","CORNGGFSTJ-V","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1779","CORNGGFSTJ-X","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1780","CORNGGFSTJ-Z","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1781","CORNGGFSTJ-F","CORN MOSTJ      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","1901 S 6th St                                                                   ","St Joseph       ","Corn            ","""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ","CORN MO St Josep"
"1782","CORNSFSLIB-C1","CORN MOLIB SPOT ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1783","CORNSFSLIB-G","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1784","CORNSFSLIB-H","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1785","CORNSFSLIB-J","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1786","CORNSFSLIB-K","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1787","CORNSFSLIB-M","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1788","CORNSFSLIB-N","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1789","CORNSFSLIB-Q","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1790","CORNSFSLIB-U","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","""Liberal, MO-64762""                                                             ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1791","CORNSFSLIB-V","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
