Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNADMRNL-G,CORN MORNL      ,0,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-H,CORN MORNL      ,0,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-J,CORN MORNL      ,-0.02,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-K,CORN MORNL      ,-0.02,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-M,CORN MORNL      ,-0.12,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-N,CORN MORNL      ,-0.12,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-Q,CORN MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-U,CORN MORNL      ,NA,NA,ADM             ,ADM                                                                             ,"""Rhineland, MO-65069""                                                           ",Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-V,CORN MORNL      ,-0.35,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-X,CORN MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-Z,CORN MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNADMRNL-F,CORN MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNMFAUNV-C1,CORN MOUNV SPOT ,-0.16,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-G,CORN MOUNV      ,-0.16,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-H,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-J,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-K,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-M,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-N,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-Q,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-U,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,"""Unionville, MO-63565""                                                          ",Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-V,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-X,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-Z,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNMFAUNV-F,CORN MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNSFSWAC-C1,CORN MOWAC SPOT ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-G,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-H,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-J,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-K,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-M,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-N,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-Q,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-U,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,"""Waco, MO-64832""                                                                ",Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-V,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-X,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-Z,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNSFSWAC-F,CORN MOWAC      ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNCGBSCT-C1,CORN MOSCT SPOT ,0.09,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-G,CORN MOSCT      ,0.09,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-H,CORN MOSCT      ,0.12,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-J,CORN MOSCT      ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-K,CORN MOSCT      ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-M,CORN MOSCT      ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-N,CORN MOSCT      ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-Q,CORN MOSCT      ,-0.1,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-U,CORN MOSCT      ,-0.14,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,"""Scott City, MO-63780""                                                          ",Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-V,CORN MOSCT      ,-0.16,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-X,CORN MOSCT      ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-Z,CORN MOSCT      ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNCGBSCT-F,CORN MOSCT      ,-0.1,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNGPLHPN-C1,CORN MOHPN SPOT ,-0.22,2/27/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-G,CORN MOHPN      ,-0.22,2/27/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-H,CORN MOHPN      ,-0.38,2/27/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-J,CORN MOHPN      ,-0.41,2/27/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-K,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-M,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-N,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-Q,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-U,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,"""Hopkins, MO-64461""                                                             ",Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-V,CORN MOHPN      ,-0.5,2/26/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-X,CORN MOHPN      ,-0.5,2/26/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-Z,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNGPLHPN-F,CORN MOHPN      ,NA,NA,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNRHFHRL-C1,CORN MOHRL SPOT ,0.16,2/27/2020,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-G,CORN MOHRL      ,0.16,2/27/2020,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-H,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-J,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-K,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-M,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-N,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-Q,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-U,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,"""Harrisonville, MO-64701""                                                       ",Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-V,CORN MOHRL      ,-0.31,2/27/2020,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-X,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-Z,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNRHFHRL-F,CORN MOHRL      ,NA,NA,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNMLBCHL-C1,CORN MOCHL SPOT ,0,2/27/2020,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-G,CORN MOCHL      ,0,2/27/2020,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-H,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-J,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-K,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-M,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-N,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-Q,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-U,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,"""Chillicothe, MO-64601""                                                         ",Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-V,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-X,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-Z,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNMLBCHL-F,CORN MOCHL      ,NA,NA,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNRCGDER-C1,CORN MODER SPOT ,0,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-G,CORN MODER      ,0,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-H,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-J,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-K,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-M,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-N,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-Q,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-U,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,"""Corder, MO-64021""                                                              ",Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-V,CORN MODER      ,-0.35,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-X,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-Z,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNRCGDER-F,CORN MODER      ,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNNMFBIN-C1,CORN MOBIN SPOT ,-0.15,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-G,CORN MOBIN      ,-0.15,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-H,CORN MOBIN      ,-0.07,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-J,CORN MOBIN      ,-0.02,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-K,CORN MOBIN      ,-0.01,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-M,CORN MOBIN      ,-0.05,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-N,CORN MOBIN      ,-0.1,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-Q,CORN MOBIN      ,-0.2,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-U,CORN MOBIN      ,-0.2,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,"""Baring, MO-63531""                                                              ",Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-V,CORN MOBIN      ,-0.35,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
