Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBPSFCFE-X,SOYB MOCFE      ,NA,NA,MB Grain        ,MB Grain                                                                        ,18115 State Hwy B                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-7487-270""                                ",SOYB MO Patnsbrg
SOYBPSFCFE-Z,SOYB MOCFE      ,NA,NA,MB Grain        ,MB Grain                                                                        ,18115 State Hwy B                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-7487-270""                                ",SOYB MO Patnsbrg
SOYBPSFCFE-F,SOYB MOCFE      ,NA,NA,MB Grain        ,MB Grain                                                                        ,18115 State Hwy B                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-7487-270""                                ",SOYB MO Patnsbrg
SOYBSCGADR-C1,SOYB ADRMO SPOT ,-0.25,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-G,SOYB ADRMO      ,-0.25,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-H,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-J,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-K,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-M,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-N,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-Q,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-U,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,"""North Washington, IA-50661""                                                    ",Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-V,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-X,SOYB ADRMO      ,-0.7,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720. Phone - 816-3807-153""                                      ",SOYB MO Adrian  
SOYBSCGADR-Z,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBSCGADR-F,SOYB ADRMO      ,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Soybeans        ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",SOYB MO Adrian  
SOYBLAWLWN-C1,SOYB MOLWN SPOT ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-G,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-H,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-J,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-K,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-M,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-N,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-Q,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-U,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,"""Grelton, OH-43523""                                                             ",Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-V,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-X,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-Z,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBLAWLWN-F,SOYB MOLWN      ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Soybeans        ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",SOYB MO Lawson  
SOYBMFAALB-C1,SOYB MOALB SPOT ,-0.45,2/27/2020,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-G,SOYB MOALB      ,-0.45,2/27/2020,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-H,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-J,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-K,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-M,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-N,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-Q,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-U,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,"""Bowbells, ND - 58721""                                                          ",Albany          ,Soybeans        ,"""Albany, MO - 64402. Phone - 660-7265-216""                                      ",SOYB MO Albany  
SOYBMFAALB-V,SOYB MOALB      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-X,SOYB MOALB      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-Z,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBMFAALB-F,SOYB MOALB      ,NA,NA,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Soybeans        ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",SOYB MO Albany  
SOYBCEVCME-C1,SOYB MOCME SPOT ,-0.38,2/27/2020,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-G,SOYB MOCME      ,-0.38,2/27/2020,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-H,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-J,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-K,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-M,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-N,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-Q,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-U,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,"""Makoti, ND - 58756""                                                            ",Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-V,SOYB MOCME      ,-0.75,1/30/2020,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-X,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429. Phone - 816-6322-124""                                     ",SOYB MO Cameron 
SOYBCEVCME-Z,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBCEVCME-F,SOYB MOCME      ,NA,NA,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Soybeans        ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",SOYB MO Cameron 
SOYBMFAATI-C1,SOYB MOATI SPOT ,-0.45,2/27/2020,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-G,SOYB MOATI      ,-0.45,2/27/2020,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-H,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-J,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-K,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-M,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-N,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-Q,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-U,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,"""Plaza, ND - 58771""                                                             ",Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-V,SOYB MOATI      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-X,SOYB MOATI      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-Z,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAATI-F,SOYB MOATI      ,NA,NA,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Soybeans        ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",SOYB MO Gallatin
SOYBMFAHAM-C1,SOYB MOHAM SPOT ,-0.25,2/27/2020,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-G,SOYB MOHAM      ,-0.25,2/27/2020,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-H,SOYB MOHAM      ,-0.3,2/27/2020,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-J,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-K,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-M,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-N,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-Q,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-U,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,"""Minto, ND - 58261""                                                             ",Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-V,SOYB MOHAM      ,-0.7,2/27/2020,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-X,SOYB MOHAM      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-Z,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAHAM-F,SOYB MOHAM      ,NA,NA,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Soybeans        ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",SYBNS MI HAMILTO
SOYBMFAPBG-C1,SOYB MOPBG SPOT ,-0.45,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-G,SOYB MOPBG      ,-0.45,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-H,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-J,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-K,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-M,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-N,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-Q,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-U,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,"""Parshall, ND - 58770""                                                          ",Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-V,SOYB MOPBG      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-X,SOYB MOPBG      ,-0.75,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-Z,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBMFAPBG-F,SOYB MOPBG      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Soybeans        ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",SOYB MO Pattonsb
SOYBBCTPRY-C1,SOYB MOPRY SPOT ,-0.15,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-G,SOYB MOPRY      ,-0.15,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-H,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-J,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-K,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-M,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-N,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-Q,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-U,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,"""Clinton, NC - 28328""                                                           ",Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-V,SOYB MOPRY      ,-0.35,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-X,SOYB MOPRY      ,-0.35,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-Z,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBBCTPRY-F,SOYB MOPRY      ,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Soybeans        ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",SOYB MO Perryvil
SOYBADMRNL-C1,SOYB MORNL SPOT ,-0.05,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-G,SOYB MORNL      ,-0.05,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
